param,session,side,entry_time,exit_time,bars_held,entry_price,exit_price,stop_price,target_price,range_size,range_pct,exit_reason,price_pnl,risk_price,pnl,weekday,date,hour,rng,tgt,year,ehour,scale,pnl_vt
h06_r60_t3,1777593600000000000,-1,1777619190000000000,1777638545000000000,3870,4590.8205,4607.8495,4607.8495,4539.7334999999985,17.02900000000045,0.3706182778644746,sl,-17.02900000000045,17.02900000000045,-34.1980000000009,Friday,2026-05-01,6,60,3.0,2026,7,0.5778871775967247,-19.762585699453314
h13_r30_t3,1777593600000000000,-1,1777642215000000000,1777642410000000000,39,4586.6415,4597.2615000000005,4597.2615000000005,4554.781499999997,10.6200000000008,0.23141623576652978,sl,-10.6200000000008,10.6200000000008,-21.3800000000016,Friday,2026-05-01,13,30,3.0,2026,13,0.5778871775967247,-12.3552278570189
h14_r15_t2,1777593600000000000,1,1777644925000000000,1777647770000000000,569,4660.1475,4625.0645,4625.0645,4730.313499999999,35.08299999999963,0.7534920392362165,sl,-35.08299999999963,35.08299999999963,-70.30599999999926,Friday,2026-05-01,14,15,2.0,2026,14,0.5778871775967247,-40.6289359081149
h00_r30_t1,1777852800000000000,-1,1777856690000000000,1777860015000000000,665,4601.638,4616.793,4616.793,4586.483,15.154999999999745,0.32903342766854676,sl,-15.154999999999745,15.154999999999745,-30.44999999999949,Monday,2026-05-04,0,30,1.0,2026,1,0.6103040011263708,-18.58375683429768
h01_r60_t3,1777852800000000000,1,1777860005000000000,1777861715000000000,342,4614.273,4592.604,4592.604,4679.28,21.66899999999987,0.46973403199107633,sl,-21.66899999999987,21.66899999999987,-43.47799999999974,Monday,2026-05-04,1,60,3.0,2026,2,0.6103040011263708,-26.534797360972192
h02_r15_t3,1777852800000000000,-1,1777860965000000000,1777889030000000000,5613,4603.628000000001,4558.424000000003,4618.696,4558.424000000003,15.067999999999302,0.32697084126636106,tp,45.203999999997905,15.067999999999302,90.26799999999581,Monday,2026-05-04,2,15,3.0,2026,2,0.6103040011263708,55.09092157367269
h04_r30_t3,1777852800000000000,-1,1777869020000000000,1777881205000000000,2437,4607.244000000001,4582.014000000001,4615.654,4582.014000000001,8.409999999999854,0.1824981457233557,tp,25.229999999999563,8.409999999999854,50.319999999999126,Monday,2026-05-04,4,30,3.0,2026,4,0.6103040011263708,30.710497336678447
h05_r60_t2,1777852800000000000,-1,1777874675000000000,1777889120000000000,2889,4592.493,4551.0830000000005,4613.198,4551.0830000000005,20.704999999999927,0.4502010847443459,tp,41.409999999999854,20.704999999999927,82.67999999999971,Monday,2026-05-04,5,60,2.0,2026,6,0.6103040011263708,50.459934813128164
h06_r60_t3,1777852800000000000,-1,1777879710000000000,1777890105000000000,2079,4583.588,4531.939999999999,4600.804,4531.939999999999,17.21600000000035,0.37516460848405364,tp,51.64800000000105,17.21600000000035,103.1560000000021,Monday,2026-05-04,6,60,3.0,2026,7,0.6103040011263708,62.95651954019319
h13_r30_t3,1777852800000000000,-1,1777901500000000000,1777904450000000000,590,4557.389,4575.998,4575.998,4501.562000000002,18.60899999999947,0.40800567248252817,sl,-18.60899999999947,18.60899999999947,-37.35799999999894,Monday,2026-05-04,13,30,3.0,2026,13,0.6103040011263708,-22.799736874078313
h14_r15_t2,1777852800000000000,1,1777904165000000000,1777907615000000000,690,4565.572,4553.465,4553.465,4589.786,12.106999999999971,0.2654773724778876,sl,-12.106999999999971,12.106999999999971,-24.353999999999942,Monday,2026-05-04,14,15,2.0,2026,14,0.6103040011263708,-14.8633436434316
h00_r30_t1,1777939200000000000,1,1777942445000000000,1777948980000000000,1307,4528.72,4543.871000000001,4513.5689999999995,4543.871000000001,15.15100000000075,0.3354220371238042,tp,15.15100000000075,15.15100000000075,30.1620000000015,Tuesday,2026-05-05,0,30,1.0,2026,0,0.614690915257049,18.540307385984033
h01_r60_t3,1777939200000000000,1,1777946420000000000,1778024980000000000,14937,4542.351000000001,4593.252000000002,4525.384,4593.252000000002,16.967000000000553,0.37363975595711857,tp,50.90100000000166,16.967000000000553,101.66200000000332,Tuesday,2026-05-05,1,60,3.0,2026,2,0.614690915257049,62.49070782686415
h02_r15_t3,1777939200000000000,-1,1777947480000000000,1777948340000000000,172,4537.604,4542.749,4542.749,4522.169000000002,5.144999999999527,0.11335665241610565,sl,-5.144999999999527,5.144999999999527,-10.429999999999055,Tuesday,2026-05-05,2,15,3.0,2026,2,0.614690915257049,-6.41122624613044
h04_r30_t3,1777939200000000000,-1,1777955420000000000,1777956820000000000,280,4529.549,4535.877,4535.877,4510.564999999999,6.328000000000429,0.13969751778616585,sl,-6.328000000000429,6.328000000000429,-12.79600000000086,Tuesday,2026-05-05,4,30,3.0,2026,4,0.614690915257049,-7.865584951629727
h05_r60_t2,1777939200000000000,1,1777960880000000000,1778024975000000000,12045,4552.031,4593.167,4531.463,4593.167,20.56800000000021,0.4524752494850632,tp,41.13600000000042,20.56800000000021,82.13200000000084,Tuesday,2026-05-05,5,60,2.0,2026,6,0.614690915257049,50.485794251892465
h06_r60_t3,1777939200000000000,1,1777964475000000000,1778025595000000000,11450,4552.356,4593.898,4533.898,4607.729999999999,18.45799999999963,0.40582043863696454,session_end,41.54200000000037,18.45799999999963,82.94400000000074,Tuesday,2026-05-05,6,60,3.0,2026,7,0.614690915257049,50.98492327508113
h13_r30_t3,1777939200000000000,1,1777991135000000000,1777997180000000000,1209,4585.141,4564.3009999999995,4564.3009999999995,4647.661,20.840000000000146,0.4553128167280737,sl,-20.840000000000146,20.840000000000146,-41.82000000000029,Tuesday,2026-05-05,13,30,3.0,2026,14,0.614690915257049,-25.70637407604997
h14_r15_t2,1777939200000000000,-1,1777990510000000000,1777991135000000000,125,4570.942,4584.509,4584.509,4543.808,13.567000000000007,0.2966221758910254,sl,-13.567000000000007,13.567000000000007,-27.274000000000015,Tuesday,2026-05-05,14,15,2.0,2026,14,0.614690915257049,-16.765080022720763
h00_r30_t1,1778025600000000000,1,1778027400000000000,1778029200000000000,360,4604.241,4620.332,4588.15,4620.332,16.09100000000035,0.3496245951809635,tp,16.09100000000035,16.09100000000035,32.0420000000007,Wednesday,2026-05-06,0,30,1.0,2026,0,0.6455126061322065,20.683514925688613
h01_r60_t3,1778025600000000000,1,1778032955000000000,1778057415000000000,4890,4628.790999999999,4686.1839999999975,4609.66,4686.1839999999975,19.130999999999403,0.4135472108746942,tp,57.39299999999821,19.130999999999403,114.64599999999642,Wednesday,2026-05-06,1,60,3.0,2026,2,0.6455126061322065,74.00543824263063
h02_r15_t3,1778025600000000000,1,1778033725000000000,1778047095000000000,2672,4634.334,4661.369999999999,4625.322,4661.369999999999,9.011999999999716,0.19449257121250357,tp,27.03599999999915,9.011999999999716,53.9319999999983,Wednesday,2026-05-06,2,15,3.0,2026,2,0.6455126061322065,34.81378587392106
