param,session,side,entry_time,exit_time,bars_held,entry_price,exit_price,stop_price,target_price,range_size,range_pct,exit_reason,price_pnl,risk_price,pnl,weekday,date,hour,rng,tgt,year,ehour,scale,pnl_vt
h04_r30_t3,1727395200000000000,-1,1727411910000000000,1727441215000000000,5856,2669.909,2674.0235000000002,2674.0235000000002,2657.629999999999,4.093000000000302,0.15326273062662668,sl,-4.114500000000135,4.114500000000135,-8.36900000000027,Friday,2024-09-27,4,30,3.0,2024,4,1.0617852929082667,-8.88608111634957
h05_r60_t2,1727395200000000000,-1,1727422125000000000,1727440600000000000,3694,2662.4314999999997,2671.4785,2671.4785,2644.3374999999987,9.04700000000048,0.33949065894099256,sl,-9.04700000000048,9.04700000000048,-18.23400000000096,Friday,2024-09-27,5,60,2.0,2024,7,1.0617852929082667,-19.360593030890357
h06_r60_t3,1727395200000000000,-1,1727422010000000000,1727440235000000000,3644,2664.0964999999997,2669.5975,2669.5975,2647.593499999999,5.501000000000204,0.20635112062988684,sl,-5.501000000000204,5.501000000000204,-11.142000000000408,Friday,2024-09-27,6,60,3.0,2024,7,1.0617852929082667,-11.830411733584342
h13_r30_t3,1727395200000000000,-1,1727443835000000000,1727449395000000000,1112,2665.2675,2647.3485,2671.2405,2647.3485,5.972999999999956,0.2240294355099579,tp,17.91899999999987,5.972999999999956,35.69799999999974,Friday,2024-09-27,13,30,3.0,2024,13,1.0617852929082667,37.90361138623903
h14_r15_t2,1727395200000000000,-1,1727446535000000000,1727449070000000000,507,2662.2505,2652.8025,2666.9745000000003,2652.8025,4.72400000000016,0.17741233740567355,tp,9.44800000000032,4.72400000000016,18.75600000000064,Friday,2024-09-27,14,15,2.0,2024,14,1.0617852929082667,19.91484495378813
h00_r30_t1,1727654400000000000,-1,1727656525000000000,1727659205000000000,536,2662.8125,2659.4764999999998,2666.1485000000002,2659.4764999999998,3.33600000000024,0.12524988497173112,tp,3.33600000000024,3.33600000000024,6.5320000000004805,Monday,2024-09-30,0,30,1.0,2024,0,1.0587261844858682,6.9155994370622
h02_r15_t3,1727654400000000000,-1,1727662505000000000,1727663315000000000,162,2651.0395,2654.1705,2654.1705,2641.646499999999,3.131000000000313,0.11810203132854649,sl,-3.131000000000313,3.131000000000313,-6.402000000000625,Monday,2024-09-30,2,15,3.0,2024,2,1.0587261844858682,-6.77796503307919
h04_r30_t3,1727654400000000000,1,1727672250000000000,1727682665000000000,2083,2655.6594999999998,2652.1895,2652.1895,2666.069499999999,3.4699999999998,0.13068781524433068,sl,-3.4699999999998,3.4699999999998,-7.0799999999995995,Monday,2024-09-30,4,30,3.0,2024,4,1.0587261844858682,-7.495781386159523
h05_r60_t2,1727654400000000000,1,1727677750000000000,1727682470000000000,944,2659.3995,2654.4635,2654.4635,2669.2715000000003,4.936000000000149,0.1857062962372898,sl,-4.936000000000149,4.936000000000149,-10.012000000000299,Monday,2024-09-30,5,60,2.0,2024,6,1.0587261844858682,-10.59996655907283
h06_r60_t3,1727654400000000000,1,1727681000000000000,1727681900000000000,180,2660.1365,2655.6395,2655.6395,2673.6274999999996,4.496999999999844,0.16919369254040337,sl,-4.496999999999844,4.496999999999844,-9.133999999999688,Monday,2024-09-30,6,60,3.0,2024,7,1.0587261844858682,-9.670404969093589
h13_r30_t3,1727654400000000000,-1,1727703550000000000,1727740795000000000,6604,2637.4865,2635.732,2642.1615,2623.4614999999994,4.675000000000182,0.17701986768759542,session_end,1.7545000000000073,4.675000000000182,3.3690000000000144,Monday,2024-09-30,13,30,3.0,2024,13,1.0587261844858682,3.566848515532905
h14_r15_t2,1727654400000000000,-1,1727705735000000000,1727707705000000000,394,2629.2484999999997,2635.8815,2635.8815,2615.982499999999,6.633000000000266,0.2521380703968225,sl,-6.633000000000266,6.633000000000266,-13.406000000000532,Monday,2024-09-30,14,15,2.0,2024,14,1.0587261844858682,-14.193283229218112
h00_r30_t1,1727740800000000000,1,1727742620000000000,1727743035000000000,82,2636.7505,2635.3045,2635.3045,2638.1965,1.4459999999999127,0.05484688483159002,sl,-1.4459999999999127,1.4459999999999127,-3.0319999999998255,Tuesday,2024-10-01,0,30,1.0,2024,0,1.0390268934715488,-3.1503295410055543
h01_r60_t3,1727740800000000000,1,1727748000000000000,1727750025000000000,404,2639.887,2635.5675,2635.5675,2652.7990000000004,4.304000000000087,0.1630399063278192,sl,-4.319500000000062,4.319500000000062,-8.779000000000124,Tuesday,2024-10-01,1,60,3.0,2024,2,1.0390268934715488,-9.121617097786856
h02_r15_t3,1727740800000000000,-1,1727749305000000000,1727757620000000000,1659,2638.1245,2640.0875,2640.0875,2632.2354999999993,1.9630000000001928,0.0744035633356142,sl,-1.9630000000001928,1.9630000000001928,-4.066000000000385,Tuesday,2024-10-01,2,15,3.0,2024,2,1.0390268934715488,-4.224683348855717
h04_r30_t3,1727740800000000000,1,1727757195000000000,1727761920000000000,945,2639.1375,2644.0935,2637.4855,2644.0935,1.6520000000000437,0.0626108220077056,tp,4.956000000000131,1.6520000000000437,9.772000000000261,Tuesday,2024-10-01,4,30,3.0,2024,4,1.0390268934715488,10.153370803004245
h05_r60_t2,1727740800000000000,1,1727763055000000000,1727784695000000000,4328,2644.4535,2654.1614999999997,2639.5995000000003,2654.1614999999997,4.8539999999998145,0.18364607836738162,tp,9.707999999999629,4.8539999999998145,19.275999999999257,Tuesday,2024-10-01,5,60,2.0,2024,6,1.0390268934715488,20.0282823985568
h06_r60_t3,1727740800000000000,1,1727766000000000000,1727767100000000000,220,2645.6705,2642.6155,2642.6155,2654.835500000001,3.055000000000291,0.11548302238916384,sl,-3.055000000000291,3.055000000000291,-6.250000000000582,Tuesday,2024-10-01,6,60,3.0,2024,7,1.0390268934715488,-6.493918084197785
h13_r30_t3,1727740800000000000,1,1727789400000000000,1727801320000000000,2384,2654.1735,2672.4224999999988,2648.0905000000002,2672.4224999999988,6.082999999999629,0.22919736274201993,tp,18.248999999998887,6.082999999999629,36.35799999999777,Tuesday,2024-10-01,13,30,3.0,2024,13,1.0390268934715488,37.77693979283625
h14_r15_t2,1727740800000000000,-1,1727792230000000000,1727800370000000000,1628,2661.5035,2670.0294999999996,2670.0294999999996,2644.4515,8.52599999999984,0.3198189268210648,sl,-8.52599999999984,8.52599999999984,-17.19199999999968,Tuesday,2024-10-01,14,15,2.0,2024,14,1.0390268934715488,-17.862950352562535
h00_r30_t1,1727827200000000000,-1,1727829335000000000,1727833730000000000,879,2658.1465,2660.7435,2660.7435,2655.5494999999996,2.5970000000002074,0.09763394638705365,sl,-2.5970000000002074,2.5970000000002074,-5.334000000000414,Wednesday,2024-10-02,0,30,1.0,2024,0,1.0327341170562045,-5.508603780378223
h01_r60_t3,1727827200000000000,-1,1727840655000000000,1727877915000000000,7452,2656.3475,2662.1615,2662.1615,2638.905499999999,5.814000000000306,0.21851092733159808,sl,-5.814000000000306,5.814000000000306,-11.768000000000612,Wednesday,2024-10-02,1,60,3.0,2024,3,1.0327341170562045,-12.153215089518048
h02_r15_t3,1727827200000000000,-1,1727836385000000000,1727839180000000000,559,2659.732,2661.2355,2661.2355,2655.3190000000013,1.470999999999549,0.055291034376460116,sl,-1.5034999999998035,1.5034999999998035,-3.1469999999996072,Wednesday,2024-10-02,2,15,3.0,2024,2,1.0327341170562045,-3.25001426637547
h04_r30_t3,1727827200000000000,-1,1727846895000000000,1727875355000000000,5692,2652.6594999999998,2656.6555,2656.6555,2640.6714999999995,3.9960000000000946,0.15048503745273928,sl,-3.9960000000000946,3.9960000000000946,-8.13200000000019,Wednesday,2024-10-02,4,30,3.0,2024,5,1.0327341170562045,-8.398193839901252
h06_r60_t3,1727827200000000000,1,1727852470000000000,1727871390000000000,3784,2650.9395,2647.2275,2647.2275,2662.0755,3.711999999999989,0.14008395602827978,sl,-3.711999999999989,3.711999999999989,-7.563999999999978,Wednesday,2024-10-02,6,60,3.0,2024,7,1.0327341170562045,-7.811600861413108
h13_r30_t3,1727827200000000000,1,1727875820000000000,1727881000000000000,1036,2658.2075,2649.2455,2649.2455,2685.0935,8.961999999999989,0.33717251761812894,sl,-8.961999999999989,8.961999999999989,-18.06399999999998,Wednesday,2024-10-02,13,30,3.0,2024,13,1.0327341170562045,-18.655309090503255
h14_r15_t2,1727827200000000000,-1,1727878530000000000,1727881220000000000,538,2657.8244999999997,2646.5904999999993,2663.4415,2646.5904999999993,5.617000000000189,0.21115735621367043,tp,11.234000000000378,5.617000000000189,22.328000000000756,Wednesday,2024-10-02,14,15,2.0,2024,14,1.0327341170562045,23.058887365631715
h00_r30_t1,1727913600000000000,-1,1727916440000000000,1727932920000000000,3291,2658.1395,2653.231500000001,2663.0474999999997,2653.231500000001,4.907999999999447,0.18460750312143706,tp,4.907999999999447,4.907999999999447,9.675999999998893,Thursday,2024-10-03,0,30,1.0,2024,0,1.0321693061584822,9.987270206388333
h01_r60_t3,1727913600000000000,-1,1727924565000000000,1727943405000000000,3764,2655.0744999999997,2643.2634999999987,2659.0115,2643.2634999999987,3.937000000000353,0.14810448269046644,tp,11.811000000001059,3.937000000000353,23.482000000002117,Thursday,2024-10-03,1,60,3.0,2024,3,1.0321693061584822,24.237399647215664
h02_r15_t3,1727913600000000000,-1,1727921830000000000,1727941315000000000,3891,2655.8595,2647.1594999999998,2658.7595,2647.1594999999998,2.900000000000091,0.10918824750415776,tp,8.700000000000273,2.900000000000091,17.260000000000545,Thursday,2024-10-03,2,15,3.0,2024,2,1.0321693061584822,17.815242224295964
h04_r30_t3,1727913600000000000,1,1727930195000000000,1727931465000000000,253,2656.5015000000003,2654.7415,2654.7415,2661.781500000001,1.7600000000002183,0.06626996312039721,sl,-1.7600000000002183,1.7600000000002183,-3.6600000000004367,Thursday,2024-10-03,4,30,3.0,2024,4,1.0321693061584822,-3.7777396605404956
h05_r60_t2,1727913600000000000,-1,1727935470000000000,1727936650000000000,236,2651.8815,2656.7605000000003,2656.7605000000003,2642.1234999999992,4.87900000000036,0.18388092777144194,sl,-4.87900000000036,4.87900000000036,-9.898000000000721,Thursday,2024-10-03,5,60,2.0,2024,6,1.0321693061584822,-10.216411792357402
h06_r60_t3,1727913600000000000,-1,1727939865000000000,1727973435000000000,6712,2651.3495000000003,2657.5715,2657.5715,2632.683500000001,6.221999999999753,0.2342631507113551,sl,-6.221999999999753,6.221999999999753,-12.583999999999506,Thursday,2024-10-03,6,60,3.0,2024,7,1.0321693061584822,-12.98881854869783
h13_r30_t3,1727913600000000000,1,1727962210000000000,1727964000000000000,358,2649.6385,2641.6575000000003,2641.6575000000003,2673.5814999999993,7.980999999999767,0.3012292046261864,sl,-7.980999999999767,7.980999999999767,-16.101999999999535,Thursday,2024-10-03,13,30,3.0,2024,13,1.0321693061584822,-16.6199901677634
h14_r15_t2,1727913600000000000,1,1727969475000000000,1727999995000000000,5224,2654.5945,2655.865,2638.1785,2687.4265000000005,16.416000000000167,0.6191755452816499,session_end,1.270499999999629,16.416000000000167,2.4009999999992577,Thursday,2024-10-03,14,15,2.0,2024,15,1.0321693061584822,2.4782385040857497
h00_r30_t1,1728000000000000000,1,1728001830000000000,1728002890000000000,210,2657.287,2655.5615,2655.5615,2659.0049999999997,1.7179999999998472,0.06465947546411323,sl,-1.725500000000011,1.725500000000011,-3.591000000000022,Friday,2024-10-04,0,30,1.0,2024,0,1.0333371597659882,-3.710713740719686
h01_r60_t3,1728000000000000000,1,1728008420000000000,1728019490000000000,2214,2659.2844999999998,2666.808499999999,2656.7765,2666.808499999999,2.507999999999811,0.09434191156347872,tp,7.5239999999994325,2.507999999999811,14.907999999998864,Friday,2024-10-04,1,60,3.0,2024,2,1.0333371597659882,15.404990377790178
h04_r30_t3,1728000000000000000,1,1728016420000000000,1728025095000000000,1732,2663.7775,2660.7095,2660.7095,2672.981500000001,3.068000000000211,0.11520700554725526,sl,-3.068000000000211,3.068000000000211,-6.276000000000422,Friday,2024-10-04,4,30,3.0,2024,4,1.0333371597659882,-6.485224014691777
h05_r60_t2,1728000000000000000,-1,1728023400000000000,1728043635000000000,4045,2664.1605,2656.5985,2667.9415,2656.5985,3.780999999999949,0.14174461339540761,tp,7.561999999999898,3.780999999999949,14.983999999999796,Friday,2024-10-04,5,60,2.0,2024,6,1.0333371597659882,15.483524001933356
h06_r60_t3,1728000000000000000,-1,1728025200000000000,1728046500000000000,4259,2659.7405,2635.9835000000003,2667.6594999999998,2635.9835000000003,7.918999999999869,0.29767224365143624,tp,23.756999999999607,7.918999999999869,47.373999999999214,Friday,2024-10-04,6,60,3.0,2024,7,1.0333371597659882,48.95331460675311
h13_r30_t3,1728000000000000000,1,1728050050000000000,1728075475000000000,5068,2654.2884999999997,2653.58,2637.5164999999997,2704.6044999999995,16.771999999999935,0.6325534593851587,session_end,-0.7084999999997308,16.771999999999935,-1.5569999999994617,Friday,2024-10-04,13,30,3.0,2024,13,1.0333371597659882,-1.6089059577550873
h14_r15_t2,1728000000000000000,-1,1728051765000000000,1728052980000000000,243,2648.7875,2653.5325000000003,2653.5325000000003,2639.297499999999,4.745000000000346,0.1790942811553882,sl,-4.745000000000346,4.745000000000346,-9.630000000000692,Friday,2024-10-04,14,15,2.0,2024,14,1.0333371597659882,-9.951036848547181
h00_r30_t1,1728259200000000000,1,1728261010000000000,1728262005000000000,199,2651.2005,2648.5455,2648.5455,2653.8554999999997,2.6549999999997453,0.100151094240284,sl,-2.6549999999997453,2.6549999999997453,-5.44999999999949,Monday,2024-10-07,0,30,1.0,2024,0,1.033198603962683,-5.630932391596096
h01_r60_t3,1728259200000000000,-1,1728278540000000000,1728287900000000000,1871,2643.8725,2651.9984999999997,2651.9984999999997,2619.4945000000007,8.125999999999749,0.3070822593862455,sl,-8.125999999999749,8.125999999999749,-16.3919999999995,Monday,2024-10-07,1,60,3.0,2024,5,1.033198603962683,-16.936191516155784
h02_r15_t3,1728259200000000000,1,1728267410000000000,1728269855000000000,489,2648.7005,2645.7835,2645.7835,2657.4514999999997,2.9169999999999163,0.11015530311684059,sl,-2.9169999999999163,2.9169999999999163,-5.973999999999832,Monday,2024-10-07,2,15,3.0,2024,2,1.033198603962683,-6.172328460072896
h04_r30_t3,1728259200000000000,-1,1728276665000000000,1728279660000000000,599,2647.1265000000003,2642.2845000000016,2648.7405,2642.2845000000016,1.613999999999578,0.06095952329197961,tp,4.841999999998734,1.613999999999578,9.543999999997467,Monday,2024-10-07,4,30,3.0,2024,4,1.033198603962683,9.86084747621723
h05_r60_t2,1728259200000000000,-1,1728280805000000000,1728286450000000000,1128,2639.9975,2646.8745,2646.8745,2626.2435,6.876999999999953,0.26041346175146335,sl,-6.876999999999953,6.876999999999953,-13.893999999999906,Monday,2024-10-07,5,60,2.0,2024,6,1.033198603962683,-14.35526140345742
h06_r60_t3,1728259200000000000,1,1728284625000000000,1728295020000000000,2079,2643.9714999999997,2656.8834999999985,2639.6675,2656.8834999999985,4.303999999999633,0.1628266155689571,tp,12.911999999998898,4.303999999999633,25.683999999997795,Monday,2024-10-07,6,60,3.0,2024,7,1.033198603962683,26.536672944175272
h13_r30_t3,1728259200000000000,-1,1728313280000000000,1728345595000000000,5653,2639.7205000000004,2643.043,2653.8464999999997,2597.3425000000025,14.125999999999294,0.5336177078274682,session_end,-3.3224999999997635,14.125999999999294,-6.784999999999527,Monday,2024-10-07,13,30,3.0,2024,15,1.033198603962683,-7.0102525278863155
h14_r15_t2,1728259200000000000,-1,1728311205000000000,1728312080000000000,175,2640.8255,2646.2115000000003,2646.2115000000003,2630.053499999999,5.386000000000422,0.20356549538398122,sl,-5.386000000000422,5.386000000000422,-10.912000000000845,Monday,2024-10-07,14,15,2.0,2024,14,1.033198603962683,-11.27426316644167
h00_r30_t1,1728345600000000000,-1,1728347580000000000,1728347880000000000,60,2642.4565000000002,2644.1845000000003,2644.1845000000003,2640.7285,1.7280000000000655,0.06538362650965762,sl,-1.7280000000000655,1.7280000000000655,-3.596000000000131,Tuesday,2024-10-08,0,30,1.0,2024,0,1.026242420283879,-3.690367743340963
h01_r60_t3,1728345600000000000,1,1728352910000000000,1728354575000000000,333,2647.9775,2637.9404999999997,2637.9404999999997,2678.0885000000007,10.037000000000262,0.37913005573632086,sl,-10.037000000000262,10.037000000000262,-20.214000000000524,Tuesday,2024-10-08,1,60,3.0,2024,2,1.026242420283879,-20.744464283618868
h02_r15_t3,1728345600000000000,-1,1728353700000000000,1728385740000000000,6397,2641.137,2648.3635,2648.3635,2619.5099999999993,7.209000000000287,0.27294561476277557,sl,-7.22649999999976,7.22649999999976,-14.59299999999952,Tuesday,2024-10-08,2,15,3.0,2024,2,1.026242420283879,-14.975955639202153
h04_r30_t3,1728345600000000000,1,1728364840000000000,1728368985000000000,829,2643.9224999999997,2641.3475,2641.3475,2651.647499999999,2.574999999999818,0.09744171046339752,sl,-2.574999999999818,2.574999999999818,-5.289999999999636,Tuesday,2024-10-08,4,30,3.0,2024,5,1.026242420283879,-5.4288224033013455
h05_r60_t2,1728345600000000000,1,1728367795000000000,1728368880000000000,217,2646.4745000000003,2641.6095,2641.6095,2656.2045000000007,4.8650000000002365,0.18392544535761163,sl,-4.8650000000002365,4.8650000000002365,-9.870000000000474,Tuesday,2024-10-08,5,60,2.0,2024,6,1.026242420283879,-10.129012688202371
h06_r60_t3,1728345600000000000,-1,1728370820000000000,1728384945000000000,2815,2635.6355000000003,2646.5085,2646.5085,2603.0165000000015,10.872999999999593,0.4124042927520351,sl,-10.872999999999593,10.872999999999593,-21.885999999999186,Tuesday,2024-10-08,6,60,3.0,2024,7,1.026242420283879,-22.460341610332136
h13_r30_t3,1728345600000000000,-1,1728394250000000000,1728431995000000000,6721,2636.678,2621.966,2647.7995,2603.3600000000006,11.105999999999767,0.42080399479620756,session_end,14.711999999999989,11.121500000000196,29.283999999999978,Tuesday,2024-10-08,13,30,3.0,2024,13,1.026242420283879,30.052483035593088
h14_r15_t2,1728345600000000000,-1,1728396945000000000,1728398270000000000,264,2633.5254999999997,2619.6894999999986,2640.4435000000003,2619.6894999999986,6.918000000000575,0.2626192876366627,tp,13.83600000000115,6.918000000000575,27.5320000000023,Tuesday,2024-10-08,14,15,2.0,2024,14,1.026242420283879,28.254506315258112
h00_r30_t1,1728432000000000000,-1,1728434880000000000,1728436760000000000,376,2621.5015000000003,2623.3165,2623.3165,2619.6865000000007,1.8149999999995998,0.06920216009870553,sl,-1.8149999999995998,1.8149999999995998,-3.7699999999991998,Wednesday,2024-10-09,0,30,1.0,2024,0,0.9979482325381417,-3.7622648366679954
h01_r60_t3,1728432000000000000,-1,1728439300000000000,1728452120000000000,2558,2618.3675000000003,2624.3475,2624.3475,2600.4275000000016,5.979999999999563,0.22823804617544077,sl,-5.979999999999563,5.979999999999563,-12.099999999999127,Wednesday,2024-10-09,1,60,3.0,2024,2,0.9979482325381417,-12.075173613710644
h02_r15_t3,1728432000000000000,1,1728441920000000000,1728443145000000000,245,2620.1085000000003,2616.9265,2616.9265,2629.654500000001,3.1820000000002437,0.12145902752238827,sl,-3.1820000000002437,3.1820000000002437,-6.504000000000487,Wednesday,2024-10-09,2,15,3.0,2024,2,0.9979482325381417,-6.49065530442856
h04_r30_t3,1728432000000000000,-1,1728449740000000000,1728450185000000000,89,2615.9925000000003,2618.7255,2618.7255,2607.793500000001,2.73299999999972,0.1044254337256599,sl,-2.73299999999972,2.73299999999972,-5.605999999999439,Wednesday,2024-10-09,4,30,3.0,2024,4,0.9979482325381417,-5.594497791608263
h05_r60_t2,1728432000000000000,-1,1728454610000000000,1728518395000000000,11899,2615.7304999999997,2608.575,2624.4015,2598.388499999999,8.671000000000276,0.330984833519907,session_end,7.155499999999847,8.671000000000276,14.170999999999694,Wednesday,2024-10-09,5,60,2.0,2024,6,0.9979482325381417,14.1419244032977
h06_r60_t3,1728432000000000000,-1,1728457760000000000,1728470615000000000,2571,2610.6625,2619.7245000000003,2619.7245000000003,2583.476499999999,9.062000000000353,0.34682428252210956,sl,-9.062000000000353,9.062000000000353,-18.264000000000706,Wednesday,2024-10-09,6,60,3.0,2024,7,0.9979482325381417,-18.226526519077325
h13_r30_t3,1728432000000000000,-1,1728480600000000000,1728518395000000000,6701,2609.9295,2608.575,2620.7865,2577.3585000000003,10.856999999999971,0.4159450586267212,session_end,1.354500000000371,10.856999999999971,2.569000000000742,Wednesday,2024-10-09,13,30,3.0,2024,13,0.9979482325381417,2.5637290093912264
h14_r15_t2,1728432000000000000,-1,1728483300000000000,1728485680000000000,476,2608.1175000000003,2611.5665,2611.5665,2601.219500000001,3.4489999999996144,0.13223342016621442,sl,-3.4489999999996144,3.4489999999996144,-7.037999999999228,Wednesday,2024-10-09,14,15,2.0,2024,14,0.9979482325381417,-7.023559660602671
h00_r30_t1,1728518400000000000,1,1728520200000000000,1728524645000000000,889,2609.094,2612.149,2605.9845,2612.149,3.0549999999998363,0.11709451520474529,tp,3.0549999999998363,3.1095000000000255,5.969999999999673,Thursday,2024-10-10,0,30,1.0,2024,0,1.0032101348579774,5.9891645051017965
h01_r60_t3,1728518400000000000,1,1728527640000000000,1728563400000000000,7149,2612.5744999999997,2606.8485,2606.8485,2629.7524999999987,5.725999999999658,0.21945705649676467,sl,-5.725999999999658,5.725999999999658,-11.591999999999317,Thursday,2024-10-10,1,60,3.0,2024,2,1.0032101348579774,-11.629211883272989
h02_r15_t3,1728518400000000000,-1,1728526535000000000,1728527295000000000,152,2608.2705,2610.7155000000002,2610.7155000000002,2600.9354999999996,2.4450000000001637,0.09372971226129022,sl,-2.4450000000001637,2.4450000000001637,-5.030000000000327,Thursday,2024-10-10,2,15,3.0,2024,2,1.0032101348579774,-5.046146978335955
h04_r30_t3,1728518400000000000,1,1728535335000000000,1728542610000000000,1455,2613.4755,2611.5625,2611.5625,2619.2145,1.913000000000011,0.07321553401699768,sl,-1.913000000000011,1.913000000000011,-3.966000000000022,Thursday,2024-10-10,4,30,3.0,2024,4,1.0032101348579774,-3.9787313948467604
h05_r60_t2,1728518400000000000,1,1728541290000000000,1728542590000000000,260,2615.6105,2612.5405,2612.5405,2621.750499999999,3.069999999999709,0.11747389793124291,sl,-3.069999999999709,3.069999999999709,-6.279999999999418,Thursday,2024-10-10,5,60,2.0,2024,6,1.0032101348579774,-6.300159646907514
h06_r60_t3,1728518400000000000,-1,1728543930000000000,1728546065000000000,427,2610.618,2616.5025,2616.5025,2592.9839999999995,5.878000000000156,0.2250007703539535,sl,-5.884500000000116,5.884500000000116,-11.909000000000233,Thursday,2024-10-10,6,60,3.0,2024,7,1.0032101348579774,-11.947229496023887
h13_r30_t3,1728518400000000000,-1,1728567000000000000,1728568460000000000,292,2617.4425,2627.8615,2627.8615,2586.1855000000005,10.418999999999869,0.3980121168503015,sl,-10.418999999999869,10.418999999999869,-20.97799999999974,Thursday,2024-10-10,13,30,3.0,2024,13,1.0032101348579774,-21.045342209050386
h14_r15_t2,1728518400000000000,-1,1728570325000000000,1728587235000000000,3382,2624.0635,2629.8625,2629.8625,2612.4655000000002,5.798999999999978,0.22077563861323574,sl,-5.798999999999978,5.798999999999978,-11.737999999999957,Thursday,2024-10-10,14,15,2.0,2024,14,1.0032101348579774,-11.775680562962895
h00_r30_t1,1728604800000000000,-1,1728606685000000000,1728608130000000000,289,2632.2355,2634.4655000000002,2634.4655000000002,2630.0054999999993,2.230000000000473,0.08469695108069218,sl,-2.230000000000473,2.230000000000473,-4.6000000000009456,Friday,2024-10-11,0,30,1.0,2024,0,1.0099579334303312,-4.645806493780479
h01_r60_t3,1728604800000000000,1,1728613435000000000,1728654010000000000,8101,2638.0445,2653.2304999999997,2632.9825,2653.2304999999997,5.061999999999898,0.19190048773127327,tp,15.185999999999694,5.061999999999898,30.23199999999939,Friday,2024-10-11,1,60,3.0,2024,2,1.0099579334303312,30.533048243465156
h02_r15_t3,1728604800000000000,1,1728613435000000000,1728618625000000000,1038,2637.7915000000003,2645.1505000000016,2635.3385,2645.1505000000016,2.4530000000004293,0.09304575002253805,tp,7.359000000001288,2.4530000000004293,14.578000000002575,Friday,2024-10-11,2,15,3.0,2024,2,1.0099579334303312,14.72316675354997
h04_r30_t3,1728604800000000000,1,1728621395000000000,1728624730000000000,667,2645.9065,2643.9645,2643.9645,2651.7325,1.9420000000000073,0.07340871397723488,sl,-1.9420000000000073,1.9420000000000073,-4.024000000000014,Friday,2024-10-11,4,30,3.0,2024,4,1.0099579334303312,-4.064070724123667
h05_r60_t2,1728604800000000000,1,1728627600000000000,1728627975000000000,75,2646.0384999999997,2643.2465,2643.2465,2651.6224999999986,2.7919999999994616,0.10556717496074643,sl,-2.7919999999994616,2.7919999999994616,-5.723999999998923,Friday,2024-10-11,5,60,2.0,2024,6,1.0099579334303312,-5.780999210954128
h06_r60_t3,1728604800000000000,-1,1728638435000000000,1728649200000000000,2148,2638.1165,2647.2895,2647.2895,2610.5975000000008,9.172999999999774,0.347510759555164,sl,-9.172999999999774,9.172999999999774,-18.48599999999955,Friday,2024-10-11,6,60,3.0,2024,9,1.0099579334303312,-18.670082357392648
h13_r30_t3,1728604800000000000,1,1728653680000000000,1728680275000000000,5291,2649.9785,2656.925,2642.7084999999997,2671.7885000000015,7.270000000000437,0.2746510147070683,session_end,6.9465000000000146,7.270000000000437,13.753000000000029,Friday,2024-10-11,13,30,3.0,2024,13,1.0099579334303312,13.889951458467374
h14_r15_t2,1728604800000000000,1,1728656145000000000,1728680275000000000,4799,2651.9224999999997,2656.925,2646.5455,2662.6764999999987,5.376999999999498,0.20277240447454992,session_end,5.002500000000509,5.376999999999498,9.865000000001018,Friday,2024-10-11,14,15,2.0,2024,14,1.0099579334303312,9.963235013291246
h00_r30_t1,1728864000000000000,1,1728865960000000000,1728867605000000000,329,2648.2115000000003,2645.1915,2645.1915,2651.231500000001,3.0200000000004366,0.1140758018594143,sl,-3.0200000000004366,3.0200000000004366,-6.180000000000873,Monday,2024-10-14,0,30,1.0,2024,0,1.0143248655861876,-6.268527669323524
h01_r60_t3,1728864000000000000,-1,1728871540000000000,1728873030000000000,298,2643.6365,2648.5185,2648.5185,2628.9905,4.882000000000062,0.18449490740014898,sl,-4.882000000000062,4.882000000000062,-9.904000000000124,Monday,2024-10-14,1,60,3.0,2024,2,1.0143248655861876,-10.045873468765729
h02_r15_t3,1728864000000000000,1,1728872120000000000,1728874745000000000,525,2646.1324999999997,2655.0665,2643.1544999999996,2655.0665,2.9780000000000655,0.11255534459302778,tp,8.934000000000196,2.9780000000000655,17.728000000000392,Monday,2024-10-14,2,15,3.0,2024,2,1.0143248655861876,17.981951217112332
h04_r30_t3,1728864000000000000,1,1728880545000000000,1728886935000000000,1277,2656.8865,2661.7254999999996,2655.2735000000002,2661.7254999999996,1.612999999999829,0.06071955114962774,tp,4.838999999999487,1.612999999999829,9.537999999998974,Monday,2024-10-14,4,30,3.0,2024,4,1.0143248655861876,9.674630567960016
h05_r60_t2,1728864000000000000,1,1728886840000000000,1728898810000000000,2387,2660.8025,2657.1745,2657.1745,2668.058499999999,3.6279999999997017,0.13643721735015463,sl,-3.6279999999997017,3.6279999999997017,-7.395999999999403,Monday,2024-10-14,5,60,2.0,2024,6,1.0143248655861876,-7.501946705874838
h06_r60_t3,1728864000000000000,-1,1728898745000000000,1728950395000000000,9465,2657.5175,2649.455,2666.9175,2629.3174999999997,9.400000000000091,0.35283464160540107,session_end,8.0625,9.400000000000091,15.985,Monday,2024-10-14,6,60,3.0,2024,9,1.0143248655861876,16.213982976395208
h13_r30_t3,1728864000000000000,1,1728912670000000000,1728915600000000000,584,2653.9385,2647.7195,2647.7195,2672.5955000000004,6.219000000000051,0.23437318927491294,sl,-6.219000000000051,6.219000000000051,-12.578000000000102,Monday,2024-10-14,13,30,3.0,2024,13,1.0143248655861876,-12.758178159343172
