session_date,hour,mean_abs_dev_pct,bar_range_pct,avg_spread
2025-05-27,4,0.12151062187173023,0.06678566146705106,0.03699861111112473
2025-05-27,5,0.4032325293661038,0.10794595552457331,0.03700138888886941
2025-05-27,6,0.5636897523618732,0.15309836679567218,0.03699999999999288
2025-05-27,7,0.8519185744400763,0.16029139524548877,0.03700000000000677
2025-05-27,8,0.8114398141815912,0.13805748608590226,0.03699861111111949
2025-05-27,9,0.8154412898907748,0.12041564769813771,0.037000000000008665
2025-05-27,10,0.8591152324134241,0.10654763257476191,0.03700000000000361
2025-05-27,11,0.9026473959727341,0.10067181430183292,0.037001388888892144
2025-05-27,12,0.7714240535697668,0.09197357993387946,0.03700000000000488
2025-05-27,13,0.6010130681530619,0.1285472853321229,0.03700000000000172
2025-05-27,14,0.5770026380230902,0.11732265139187284,0.037000000000018775
2025-05-27,15,0.6012747738664972,0.09418072179214239,0.03699999999999225
2025-05-27,16,0.530869758388337,0.05809165275976305,0.036999999999991616
2025-05-27,17,0.3655289863360156,0.051487450908329006,0.0370027777777769
2025-05-27,18,0.32202787032195324,0.04731150827981011,0.03699861111111002
2025-05-27,19,0.20550000070254407,0.04261338163456609,0.036999999999994766
2025-05-27,20,0.2517827848271585,0.03845233282527224,0.036999999999985565
2025-05-27,22,0.21485633524330672,0.052956768631129476,0.03700000000001153
2025-05-27,23,0.08168433058210468,0.07679115817513202,0.03699999999999086
2025-05-28,0,0.0431760588819581,0.05763151394224253,0.037000000000014986
2025-05-28,1,0.15865195966482512,0.09599517969236296,0.03699999999997988
2025-05-28,2,0.08409374362881246,0.11566792369476968,0.03700000000000451
2025-05-28,3,0.26832617429615924,0.09556693442217108,0.0369999999999954
2025-05-28,4,0.23878679673961575,0.06534598557536433,0.037000000000009296
2025-05-28,5,0.0990458687327637,0.0956652236420967,0.03699861111110777
2025-05-28,6,0.0654983648348032,0.09242621888913773,0.03700000000000741
2025-05-28,7,0.2804518951333692,0.1076588416861125,0.03699999999998719
2025-05-28,8,0.42458330688749224,0.1091096025372628,0.036998611111123916
2025-05-28,9,0.4534897994348448,0.05270960592514811,0.03699999999999477
2025-05-28,10,0.27572225154639335,0.07534596931835083,0.0369999999999925
2025-05-28,11,0.06770692872512364,0.08169461028723711,0.03699861111112581
2025-05-28,12,0.057590866105665356,0.09544833429225917,0.03699999999999982
2025-05-28,13,0.0979106503349425,0.13788270840503597,0.037000000000018775
2025-05-28,14,0.13609195727427778,0.11261379491306965,0.03700138888889279
2025-05-28,15,0.3593228443658221,0.0910936367675102,0.03700000000000299
2025-05-28,16,0.3892593100386246,0.07602620888766401,0.03700138888889152
2025-05-28,17,0.32821502612077924,0.06084426715273583,0.037000000000007395
2025-05-28,18,0.17848942389484276,0.06058543854877083,0.036999999999978356
2025-05-28,19,0.2827884997680861,0.0815223531842574,0.036998611111108755
2025-05-28,20,0.3606803172065796,0.09785117376358056,0.03705555555555096
2025-05-28,22,0.5258686822822838,0.10981860119696184,0.0372083333333411
2025-05-28,23,1.1699550506373733,0.21856924785286186,0.036997222222212
2025-05-29,0,0.07783548582418466,0.15660186054379566,0.037000000000005515
2025-05-29,1,0.18033397218623956,0.20981032728074134,0.036999999999996036
2025-05-29,2,0.193206736017744,0.11121761721815925,0.037000000000008665
2025-05-29,3,0.34303852641731636,0.09572315571347145,0.03700000000000361
2025-05-29,4,0.22826784507374584,0.07418761602630145,0.03699861111111913
2025-05-29,5,0.0971532292866051,0.08727508735645666,0.03699999999999793
2025-05-29,6,0.14704440861898263,0.08730112062634421,0.036995833333332305
2025-05-29,7,0.3454357415730076,0.09727145200760715,0.03700000000000298
2025-05-29,8,0.3757713230165598,0.07972642012614924,0.0369999999999935
2025-05-29,9,0.28433447943464046,0.06947495250071038,0.03699999999999351
2025-05-29,10,0.6794664522623329,0.09842017828967749,0.03700000000000298
2025-05-29,11,0.7665153279378226,0.09630996172480712,0.037001388888899735
2025-05-29,12,0.991544911867129,0.11892569522347775,0.036998611111114445
2025-05-29,13,1.0661534039279654,0.14902140298091276,0.037000000000004245
2025-05-29,14,0.9312019163178563,0.13202801817653304,0.0369999999999954
2025-05-29,15,0.9992702899328783,0.08309519279710008,0.03700000000000993
2025-05-29,16,1.187402184407123,0.09488088513145503,0.03699999999999793
2025-05-29,17,1.0011825085797026,0.07400495525182646,0.03699999999999982
2025-05-29,18,0.9192372992249647,0.0629623038631602,0.037000000000012453
2025-05-29,19,0.7921054292145975,0.052228902029485075,0.037001388888887723
2025-05-29,20,0.725365929685858,0.035592751792137785,0.03700000000000379
2025-05-29,22,0.6750688315812123,0.0508686308862082,0.03699861111112031
2025-05-29,23,0.5956997875770266,0.049975647657810866,0.037001388888885316
2025-05-30,0,0.043497068333923174,0.07029153585447515,0.03700277777776743
2025-05-30,1,0.0770368613741143,0.12282089579053702,0.03700138888890099
2025-05-30,2,0.3040440434587945,0.11453840423150191,0.03700138888888647
2025-05-30,3,0.33474401653572766,0.09438928787198873,0.03699999999999351
2025-05-30,4,0.34448962141411027,0.060628856407924085,0.03700138888888608
2025-05-30,5,0.18313083643346087,0.08676261432470742,0.036998611111125075
2025-05-30,6,0.1773134002538501,0.11325445147467599,0.03699861111110244
