session_date,weekday,bars,ticks,open,high,low,close,range_pct,ret_pct,trendiness,realized_vol_pct,avg_spread,median_spread
2025-05-06,Tuesday,276,375976,3334.1175000000003,3435.0965,3323.2905,3400.7595,3.353391114740244,1.9987897847031435,0.5960503014149515,1.748683663704467,0.0370120014547205,0.0369999999998071
2025-05-07,Wednesday,276,356983,3400.8035,3401.7465,3360.1475,3376.5685000000003,1.2232109264766449,-0.7126257074247211,0.5825861198586403,1.3995509269301794,0.0369999999999996,0.0369999999998071
2025-05-08,Thursday,276,386913,3376.5945,3414.9305,3288.7765,3316.4925000000003,3.736131181875703,-1.7799590682268736,0.4764177116857164,1.5711299062777542,0.0369998183359544,0.0369999999998071
2025-05-09,Friday,252,270083,3316.5275,3347.6355000000003,3274.7635,3326.8855000000003,2.197237924304873,0.3123146121960446,0.1421396421121985,1.189064889534852,0.0370000662558807,0.0369999999998071
2025-05-12,Monday,276,398340,3287.5865000000003,3290.0775000000003,3207.7725,3236.9605,2.5035082727100955,-1.5399138547381248,0.6151023631614121,1.6211034850370312,0.0370000606097352,0.0369999999998071
2025-05-13,Tuesday,276,262874,3236.9865,3265.7395,3215.9495,3254.4935,1.5381590253774602,0.5408425398128803,0.3516167905201863,1.152903133123757,0.0370339970859648,0.0369999999998071
2025-05-14,Wednesday,276,312046,3254.4685,3254.7255,3168.0505000000003,3186.2085,2.6632612975052523,-2.0974238957912856,0.7875396596481158,1.20510922637729,0.0370000606722487,0.0369999999998071
2025-05-15,Thursday,276,310760,3186.0905,3252.1845000000003,3120.7645,3237.2305,4.124804364471131,1.6051019266401696,0.3891340739613406,1.3391615850667635,0.0370003634161131,0.0369999999998071
2025-05-16,Friday,252,313184,3237.2555,3244.6945,3154.3685,3202.2945,2.79020299757001,-1.0799580076395032,0.3870535615437441,1.55256862033381,0.0369998674355422,0.0369999999998071
2025-05-19,Monday,276,266929,3235.0265,3249.8915,3206.6635,3222.6125,1.3362487138822532,-0.3837371965886449,0.287174979180155,1.1237616408702584,0.037000060720141,0.0369999999998071
2025-05-20,Tuesday,276,274743,3222.6415,3304.1925,3204.6015,3290.7755,3.090353053543199,2.114228343425728,0.6841381249309654,1.1920212395230678,0.0370003027550711,0.0369999999998071
2025-05-21,Wednesday,276,284262,3290.8135,3324.9775,3285.4995,3320.1645,1.199642580778281,0.891907122661301,0.7434773798064646,1.0563901095126615,0.0370122342680638,0.0369999999998071
2025-05-22,Thursday,276,302792,3320.2005,3345.5525,3279.3325,3300.2255,1.9944578648187,-0.6016202937141871,0.301646028390214,1.1823528026386412,0.0370001820057033,0.0369999999998071
2025-05-23,Friday,252,303433,3300.2525,3366.0055,3287.0525,3356.3855000000003,2.392332101861916,1.7008698576851395,0.710967284333717,1.1652696477239204,0.0370000662734447,0.0369999999998071
2025-05-26,Monday,242,165149,3342.7715,3356.9385,3323.5645,3346.2195,0.9983930998574164,0.1031479417603123,0.1033139569725023,0.6953468260765114,0.0370004160599125,0.0369999999998071
2025-05-27,Tuesday,276,249355,3346.2625,3350.1095,3285.1685,3309.4915,1.9407025001774447,-1.098867766650098,0.5662216473414265,1.0514690214208768,0.037000000000002,0.0369999999998071
2025-05-28,Wednesday,276,245244,3309.5115,3325.5945,3250.3125,3259.9745000000003,2.2747163743047927,-1.4968070061095062,0.6580191812119724,1.0226817065201148,0.0370094476744191,0.0369999999998071
2025-05-29,Thursday,276,268437,3260.0005,3331.3055,3245.5115,3315.5835,2.631717387773403,1.7049997384969613,0.6478658181224761,1.1075964247606964,0.0369998181267073,0.0369999999998071
2025-05-30,Friday,252,264372,3315.5785,3322.8245,3271.6055,3289.7445,1.5447982908563334,-0.779170211171302,0.5043831390694911,1.0048380452312786,0.0369999336562033,0.0369999999998071
