,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,TUNED,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL,ORIGINAL
,none,none,none,real,real,real,fomc_wed,fomc_wed,fomc_wed,fomc_all,fomc_all,fomc_all,am_all,am_all,am_all,all_all,all_all,all_all,none,none,none,real,real,real,fomc_wed,fomc_wed,fomc_wed,fomc_all,fomc_all,fomc_all,am_all,am_all,am_all,all_all,all_all,all_all
,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades,close,trough,trades
xt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24,-633.150000000016,-4156.1500000000215,6.0,-633.150000000016,-4156.1500000000215,6.0,-633.150000000016,-4156.1500000000215,6.0,-633.150000000016,-4156.1500000000215,6.0,37.449999999951615,-4156.1500000000215,6.0,-402.25000000004184,-4156.1500000000215,6.0,-727.5000000000309,-3438.0000000000528,7.0,-727.5000000000309,-3438.0000000000528,7.0,-727.5000000000309,-3438.0000000000528,7.0,-727.5000000000309,-3438.0000000000528,7.0,-56.9000000000633,-3438.0000000000528,7.0,-496.60000000005675,-3438.0000000000528,7.0
2025-06-25,-3160.949999999888,-3774.7999999999065,7.0,-3160.949999999888,-3774.7999999999065,7.0,-3630.049999999914,-3774.7999999999065,7.0,-3630.049999999914,-3774.7999999999065,7.0,-3160.949999999888,-3774.7999999999065,7.0,-3630.049999999914,-3774.7999999999065,7.0,-1931.24999999996,-2972.299999999972,8.0,-1931.24999999996,-2972.299999999972,8.0,-2400.349999999986,-2972.299999999972,8.0,-2400.349999999986,-2972.299999999972,8.0,-1931.24999999996,-2972.299999999972,8.0,-2400.349999999986,-2972.299999999972,8.0
2025-06-26,-4251.9999999999745,-4797.049999999937,7.0,-4251.9999999999745,-4797.049999999937,7.0,-4251.9999999999745,-4797.049999999937,7.0,-3638.3999999999323,-4797.049999999937,7.0,-2067.0500000000393,-2612.100000000002,7.0,-1453.449999999997,-2612.100000000002,7.0,-3817.6999999998825,-3817.6999999998825,8.0,-3817.6999999998825,-3817.6999999998825,8.0,-3817.6999999998825,-3817.6999999998825,8.0,-3817.6999999998825,-3817.6999999998825,8.0,-2416.0999999999203,-2416.0999999999203,8.0,-2416.0999999999203,-2416.0999999999203,8.0
2025-06-27,6685.549999999854,-682.6000000000313,7.0,6685.549999999854,-682.6000000000313,7.0,6685.549999999854,-682.6000000000313,7.0,6188.149999999929,-682.6000000000313,7.0,6027.549999999861,-682.6000000000313,7.0,6524.949999999877,-682.6000000000313,7.0,4186.849999999862,-649.5000000000182,8.0,4186.849999999862,-649.5000000000182,8.0,4186.849999999862,-649.5000000000182,8.0,3689.4499999998916,-649.5000000000182,8.0,2682.9999999998054,-649.5000000000182,8.0,2682.9999999998054,-649.5000000000182,8.0
2025-06-30,2843.949999999837,-3118.3000000001157,7.0,2843.949999999837,-3118.3000000001157,7.0,2843.949999999837,-3118.3000000001157,7.0,26.349999999889405,-3118.3000000001157,7.0,-638.0500000001339,-3118.3000000001157,7.0,-1577.2500000001164,-3118.3000000001157,7.0,3213.4499999999607,-2118.800000000003,8.0,3213.4499999999607,-2118.800000000003,8.0,3213.4499999999607,-2118.800000000003,8.0,724.2000000000135,-2118.800000000003,8.0,-879.3999999999924,-879.3999999999924,8.0,-879.3999999999924,-879.3999999999924,8.0
2025-07-01,7893.1499999998105,0.0,7.0,7893.1499999998105,0.0,7.0,7893.1499999998105,0.0,7.0,8064.149999999814,0.0,7.0,10994.149999999832,0.0,7.0,10823.149999999829,0.0,7.0,7345.350000000002,0.0,8.0,7345.350000000002,0.0,8.0,7345.350000000002,0.0,8.0,7174.3499999999985,0.0,8.0,8895.850000000013,0.0,8.0,8553.850000000006,0.0,8.0
2025-07-02,-3852.250000000071,-5189.500000000036,7.0,-3852.250000000071,-5189.500000000036,7.0,-4633.850000000051,-5189.500000000036,7.0,-4633.850000000051,-5189.500000000036,7.0,-3852.250000000071,-5189.500000000036,7.0,-4633.850000000051,-5189.500000000036,7.0,-5657.899999999978,-5657.899999999978,8.0,-5657.899999999978,-5657.899999999978,8.0,-5657.899999999978,-5657.899999999978,8.0,-5657.899999999978,-5657.899999999978,8.0,-5657.899999999978,-5657.899999999978,8.0,-5657.899999999978,-5657.899999999978,8.0
2025-07-03,-2335.799999999994,-3354.4999999999254,7.0,-3035.4999999999327,-3035.4999999999327,7.0,-2335.799999999994,-3354.4999999999254,7.0,-2335.799999999994,-3354.4999999999254,7.0,-3035.4999999999327,-3035.4999999999327,7.0,-3035.4999999999327,-3035.4999999999327,7.0,-1114.6500000000797,-1580.8000000000084,8.0,-1814.3500000000186,-1814.3500000000186,8.0,-1114.6500000000797,-1580.8000000000084,8.0,-734.8500000000568,-1580.8000000000084,8.0,-1814.3500000000186,-1814.3500000000186,8.0,-1434.5499999999956,-1434.5499999999956,8.0
2025-07-04,-1720.0500000001502,-2511.150000000098,7.0,-1720.0500000001502,-2511.150000000098,7.0,-1720.0500000001502,-2511.150000000098,7.0,-1720.0500000001502,-2511.150000000098,7.0,-1720.0500000001502,-2169.350000000102,7.0,-1720.0500000001502,-2169.350000000102,7.0,-1564.3000000000993,-1969.3500000000531,8.0,-1564.3000000000993,-1969.3500000000531,8.0,-1564.3000000000993,-1969.3500000000531,8.0,-1564.3000000000993,-1969.3500000000531,8.0,-1597.800000000103,-1597.800000000103,8.0,-1597.800000000103,-1597.800000000103,8.0
2025-07-07,-1575.9499999999425,-3131.199999999937,7.0,-1575.9499999999425,-3131.199999999937,7.0,-1575.9499999999425,-3131.199999999937,7.0,-1964.2499999999236,-3131.199999999937,7.0,3073.8999999999814,-1536.0000000000255,7.0,2685.6000000000004,-1536.0000000000255,7.0,-1548.8000000000338,-2640.4000000000215,8.0,-1548.8000000000338,-2640.4000000000215,8.0,-1548.8000000000338,-2640.4000000000215,8.0,-1548.8000000000338,-2640.4000000000215,8.0,1797.099999999904,-807.3000000000284,8.0,1797.099999999904,-807.3000000000284,8.0
2025-07-08,-4304.750000000171,-4304.750000000171,7.0,-4304.750000000171,-4304.750000000171,7.0,-4304.750000000171,-4304.750000000171,7.0,-4797.95000000015,-4797.95000000015,7.0,-4304.750000000171,-4304.750000000171,7.0,-4797.95000000015,-4797.95000000015,7.0,130.65000000000873,-3240.2000000001335,8.0,130.65000000000873,-3240.2000000001335,8.0,130.65000000000873,-3240.2000000001335,8.0,-362.54999999997017,-3240.2000000001335,8.0,130.65000000000873,-3240.2000000001335,8.0,-362.54999999997017,-3240.2000000001335,8.0
2025-07-09,-2698.250000000211,-2790.9000000002306,7.0,-3036.750000000233,-3036.750000000233,7.0,-3036.750000000233,-3036.750000000233,7.0,-3036.750000000233,-3036.750000000233,7.0,1231.299999999761,-1257.8000000000557,7.0,892.7999999997392,-1257.8000000000557,7.0,-2427.6500000000906,-3158.900000000107,8.0,-2766.1500000001124,-3158.900000000107,8.0,-2766.1500000001124,-3158.900000000107,8.0,-2766.1500000001124,-3158.900000000107,8.0,162.74999999986358,-951.7000000001444,8.0,-175.75000000015825,-951.7000000001444,8.0
2025-07-10,-3881.04999999989,-4113.299999999883,7.0,-3881.04999999989,-4113.299999999883,7.0,-3881.04999999989,-4113.299999999883,7.0,-3881.04999999989,-4113.299999999883,7.0,-3321.1999999998843,-3553.449999999877,7.0,-3321.1999999998843,-3553.449999999877,7.0,-1694.9499999998861,-2144.0999999998658,8.0,-1694.9499999998861,-2144.0999999998658,8.0,-1694.9499999998861,-2144.0999999998658,8.0,-1694.9499999998861,-1971.1499999998905,8.0,-1694.9499999998861,-2144.0999999998658,8.0,-1694.9499999998861,-1971.1499999998905,8.0
2025-07-11,2465.5000000002547,-2154.9000000000106,6.0,2465.5000000002547,-2154.9000000000106,6.0,2465.5000000002547,-2154.9000000000106,6.0,2465.5000000002547,-2154.9000000000106,6.0,348.49999999992906,-2154.9000000000106,6.0,348.49999999992906,-2154.9000000000106,6.0,-376.5999999997857,-991.7999999998847,8.0,-376.5999999997857,-991.7999999998847,8.0,-376.5999999997857,-991.7999999998847,8.0,-376.5999999997857,-991.7999999998847,8.0,-743.3499999998785,-991.7999999998847,8.0,-743.3499999998785,-991.7999999998847,8.0
2025-07-14,-5540.199999999997,-5540.199999999997,6.0,-5540.199999999997,-5540.199999999997,6.0,-5540.199999999997,-5540.199999999997,6.0,-5540.199999999997,-5540.199999999997,6.0,-4602.300000000007,-4602.300000000007,6.0,-4602.300000000007,-4602.300000000007,6.0,-2629.7000000000535,-3615.8999999999414,8.0,-2629.7000000000535,-3615.8999999999414,8.0,-2629.7000000000535,-3615.8999999999414,8.0,-2629.7000000000535,-3615.8999999999414,8.0,-2308.75000000006,-3294.949999999948,8.0,-2308.75000000006,-3294.949999999948,8.0
2025-07-15,430.4499999999516,-1271.9000000000433,7.0,1348.9999999999563,-642.700000000068,7.0,430.4499999999516,-1271.9000000000433,7.0,233.54999999994652,-1271.9000000000433,7.0,1348.9999999999563,-642.700000000068,7.0,1152.0999999999513,-642.700000000068,7.0,324.6500000000142,-993.399999999996,8.0,324.6500000000142,-993.399999999996,8.0,324.6500000000142,-993.399999999996,8.0,127.7500000000091,-993.399999999996,8.0,324.6500000000142,-993.399999999996,8.0,127.7500000000091,-993.399999999996,8.0
2025-07-16,-2645.8500000001313,-3140.200000000179,7.0,-2645.8500000001313,-3140.200000000179,7.0,-1953.2500000001382,-3140.200000000179,7.0,-1953.2500000001382,-3140.200000000179,7.0,-1304.1500000000942,-1885.7000000001135,7.0,-611.5500000001011,-2196.75000000012,7.0,-2677.300000000201,-2677.300000000201,8.0,-2677.300000000201,-2677.300000000201,8.0,-2677.300000000201,-2677.300000000201,8.0,-2677.300000000201,-2677.300000000201,8.0,-2677.300000000201,-2677.300000000201,8.0,-2677.300000000201,-2677.300000000201,8.0
2025-07-17,3991.94999999993,-1438.2999999999938,7.0,3991.94999999993,-1438.2999999999938,7.0,3991.94999999993,-1438.2999999999938,7.0,3997.9499999999243,-1438.2999999999938,7.0,2026.4499999999553,-1438.2999999999938,7.0,2032.4499999999498,-1438.2999999999938,7.0,2428.54999999999,-1088.699999999997,8.0,2428.54999999999,-1088.699999999997,8.0,2428.54999999999,-1088.699999999997,8.0,2434.5499999999847,-1088.699999999997,8.0,3088.850000000042,-1088.699999999997,8.0,3094.8500000000367,-1088.699999999997,8.0
2025-07-18,-2094.649999999978,-2929.949999999926,7.0,-2094.649999999978,-2929.949999999926,7.0,-2094.649999999978,-2929.949999999926,7.0,-2094.649999999978,-2929.949999999926,7.0,-1273.749999999949,-2929.949999999926,7.0,-1385.1499999999523,-2929.949999999926,7.0,-944.2500000001073,-2701.900000000078,8.0,-944.2500000001073,-2701.900000000078,8.0,-944.2500000001073,-2701.900000000078,8.0,-1055.6500000001106,-2701.900000000078,8.0,-123.35000000007858,-2701.900000000078,8.0,-346.15000000008513,-2701.900000000078,8.0
2025-07-21,5485.550000000201,-1747.2999999999465,6.0,5485.550000000201,-1747.2999999999465,6.0,5485.550000000201,-1747.2999999999465,6.0,5058.250000000187,-1747.2999999999465,6.0,3594.1000000000786,-1747.2999999999465,6.0,3594.1000000000786,-1747.2999999999465,6.0,2315.450000000141,-538.1999999999571,8.0,2315.450000000141,-538.1999999999571,8.0,2315.450000000141,-538.1999999999571,8.0,1888.150000000127,-538.1999999999571,8.0,1013.9000000000979,-538.1999999999571,8.0,586.600000000084,-538.1999999999571,8.0
2025-07-22,-3843.3500000000768,-4073.2000000000353,7.0,-3843.3500000000768,-4073.2000000000353,7.0,-3843.3500000000768,-4073.2000000000353,7.0,-4072.850000000084,-4073.2000000000353,7.0,-3843.3500000000768,-4073.2000000000353,7.0,-4072.850000000084,-4073.2000000000353,7.0,-3366.550000000012,-4714.60000000004,8.0,-3366.550000000012,-4714.60000000004,8.0,-3366.550000000012,-4714.60000000004,8.0,-3596.0500000000193,-4714.60000000004,8.0,-3366.550000000012,-4714.60000000004,8.0,-3596.0500000000193,-4714.60000000004,8.0
2025-07-23,3075.299999999812,-3253.2999999999993,7.0,3075.299999999812,-3253.2999999999993,7.0,3075.299999999812,-3253.2999999999993,7.0,3075.299999999812,-3253.2999999999993,7.0,1203.6499999998123,-1916.8999999999833,7.0,1203.6499999998123,-1916.8999999999833,7.0,1545.7499999998563,-2935.900000000047,8.0,1545.7499999998563,-2935.900000000047,8.0,1270.549999999861,-2935.900000000047,8.0,1270.549999999861,-2935.900000000047,8.0,2063.6999999998297,-1599.500000000031,8.0,1788.4999999998345,-1599.500000000031,8.0
2025-07-24,6967.100000000217,-478.7999999999847,6.0,6967.100000000217,-478.7999999999847,6.0,6967.100000000217,-478.7999999999847,6.0,6681.300000000199,-478.7999999999847,6.0,6706.200000000179,-478.7999999999847,6.0,6706.200000000179,-478.7999999999847,6.0,4656.349999999969,-1268.7000000000025,8.0,4656.349999999969,-1268.7000000000025,8.0,4656.349999999969,-1268.7000000000025,8.0,4799.249999999978,-1268.7000000000025,8.0,3962.150000000014,-1268.7000000000025,8.0,4247.950000000032,-1268.7000000000025,8.0
2025-07-25,8694.850000000111,-518.0999999999876,7.0,8694.850000000111,-518.0999999999876,7.0,8694.850000000111,-518.0999999999876,7.0,8796.75000000009,-518.0999999999876,7.0,7602.849999999968,-518.0999999999876,7.0,7704.749999999945,-518.0999999999876,7.0,5773.400000000442,-902.9999999999418,8.0,5773.400000000442,-902.9999999999418,8.0,5773.400000000442,-902.9999999999418,8.0,5773.400000000442,-902.9999999999418,8.0,5773.400000000442,-902.9999999999418,8.0,5773.400000000442,-902.9999999999418,8.0
2025-07-28,-588.2500000000382,-3451.8999999999414,7.0,-588.2500000000382,-3451.8999999999414,7.0,-588.2500000000382,-3451.8999999999414,7.0,-1081.2500000000218,-3451.8999999999414,7.0,-2156.8999999999724,-2470.649999999987,7.0,-2649.899999999956,-2649.899999999956,7.0,3203.749999999849,-1492.0999999999913,8.0,3203.749999999849,-1492.0999999999913,8.0,3203.749999999849,-1492.0999999999913,8.0,2710.7499999998654,-1492.0999999999913,8.0,930.2999999999374,-909.0500000000175,8.0,437.2999999999538,-909.0500000000175,8.0
2025-07-29,965.3499999998603,-384.5000000002037,6.0,965.3499999998603,-384.5000000002037,6.0,965.3499999998603,-803.3500000001623,6.0,2029.449999999868,-448.6500000001597,6.0,428.74999999986176,-384.5000000002037,6.0,783.4499999998643,-384.5000000002037,6.0,457.6999999997279,-1137.250000000202,7.0,457.6999999997279,-1137.250000000202,7.0,457.6999999997279,-1137.250000000202,7.0,812.3999999997304,-1137.250000000202,7.0,457.6999999997279,-1137.250000000202,7.0,812.3999999997304,-1137.250000000202,7.0
2025-07-30,-910.8499999999749,-3059.6500000000196,6.0,-2286.3500000000313,-2594.800000000012,6.0,-3047.1000000000386,-3059.6500000000196,6.0,-3047.1000000000386,-3059.6500000000196,6.0,-150.09999999996762,-2594.800000000012,6.0,-2286.3500000000313,-2594.800000000012,6.0,2962.7499999999836,-1790.1500000000487,7.0,451.4499999999098,-1325.300000000041,7.0,-309.3000000000975,-1790.1500000000487,7.0,-309.3000000000975,-1790.1500000000487,7.0,3723.499999999991,-1325.300000000041,7.0,451.4499999999098,-1325.300000000041,7.0
2025-07-31,753.9999999999291,-682.0,7.0,753.9999999999291,-682.0,7.0,753.9999999999291,-682.0,7.0,753.9999999998836,-682.0,7.0,3727.6499999999724,-682.0,7.0,3296.949999999948,-682.0,7.0,360.3499999999658,-1026.5000000000546,8.0,360.3499999999658,-1026.5000000000546,8.0,360.3499999999658,-1026.5000000000546,8.0,360.3499999999203,-698.7500000000564,8.0,1833.6499999999833,-310.05000000005566,8.0,1402.949999999959,-310.05000000005566,8.0
2025-08-01,2044.4999999999036,-2903.300000000061,7.0,-2385.5000000001146,-2903.300000000061,7.0,2044.4999999999036,-2903.300000000061,7.0,2759.149999999887,-2903.300000000061,7.0,-2385.5000000001146,-2903.300000000061,7.0,-1670.8500000001313,-2903.300000000061,7.0,1859.4999999996562,-1615.4000000000706,8.0,-2035.300000000103,-2035.300000000103,8.0,1859.4999999996562,-1615.4000000000706,8.0,1859.4999999996562,-1615.4000000000706,8.0,-2035.300000000103,-2035.300000000103,8.0,-2035.300000000103,-2035.300000000103,8.0
2025-08-04,826.0499999998738,-3063.8999999999014,7.0,826.0499999998738,-3063.8999999999014,7.0,826.0499999998738,-3063.8999999999014,7.0,907.8499999998494,-3063.8999999999014,7.0,-356.70000000002256,-3063.8999999999014,7.0,-274.90000000004693,-3063.8999999999014,7.0,2573.899999999845,0.0,7.0,2573.899999999845,0.0,7.0,2573.899999999845,0.0,7.0,2573.8999999997995,0.0,7.0,1391.1499999999487,0.0,7.0,1391.1499999999032,0.0,7.0
2025-08-05,723.9499999999916,-2300.499999999991,7.0,723.9499999999916,-2300.499999999991,7.0,723.9499999999916,-2300.499999999991,7.0,745.8499999999967,-2300.499999999991,7.0,723.9499999999916,-2300.499999999991,7.0,745.8499999999967,-2300.499999999991,7.0,1330.5499999998065,-1730.600000000013,8.0,1330.5499999998065,-1730.600000000013,8.0,1330.5499999998065,-1730.600000000013,8.0,1352.4499999998116,-1730.600000000013,8.0,1330.5499999998065,-1730.600000000013,8.0,1352.4499999998116,-1730.600000000013,8.0
2025-08-06,-1007.449999999948,-1418.7999999999574,7.0,-1007.449999999948,-1418.7999999999574,7.0,-1069.9999999999582,-1226.1000000000386,7.0,-1069.9999999999582,-1226.1000000000386,7.0,992.1000000000513,-1226.1000000000386,7.0,1544.2500000000346,-1226.1000000000386,7.0,-2414.5499999999683,-2825.899999999978,8.0,-2414.5499999999683,-2825.899999999978,8.0,-2477.0999999999785,-2577.54999999995,8.0,-2477.0999999999785,-2577.54999999995,8.0,-414.9999999999691,-1382.5000000000073,8.0,137.1500000000142,-1382.5000000000073,8.0
2025-08-07,2364.8999999999214,-2291.9000000000287,7.0,2364.8999999999214,-2291.9000000000287,7.0,2364.8999999999214,-2291.9000000000287,7.0,1830.5000000000073,-2291.9000000000287,7.0,-2004.9000000000196,-2619.949999999997,7.0,-2138.499999999998,-2350.249999999998,7.0,1369.1000000000658,-1987.0500000000084,8.0,1369.1000000000658,-1987.0500000000084,8.0,1369.1000000000658,-1987.0500000000084,8.0,384.55000000007567,-1987.0500000000084,8.0,-2127.8499999999494,-2487.6499999999614,8.0,-2261.449999999928,-2487.6499999999614,8.0
2025-08-08,-7267.549999999914,-7267.549999999914,7.0,-7267.549999999914,-7267.549999999914,7.0,-7267.549999999914,-7267.549999999914,7.0,-5612.199999999915,-5612.199999999915,7.0,-7267.549999999914,-7267.549999999914,7.0,-5612.199999999915,-5612.199999999915,7.0,-5122.499999999996,-5122.499999999996,8.0,-5122.499999999996,-5122.499999999996,8.0,-5122.499999999996,-5122.499999999996,8.0,-4756.6500000000415,-4756.6500000000415,8.0,-5122.499999999996,-5122.499999999996,8.0,-4756.6500000000415,-4756.6500000000415,8.0
2025-08-11,5289.400000000167,-1471.3999999999614,6.0,5289.400000000167,-1471.3999999999614,6.0,5289.400000000167,-1471.3999999999614,6.0,2435.200000000221,-1471.3999999999614,6.0,4047.4000000001597,-1471.3999999999614,6.0,2620.3000000001866,-1471.3999999999614,6.0,2698.950000000128,-426.49999999998363,7.0,2698.950000000128,-426.49999999998363,7.0,2698.950000000128,-426.49999999998363,7.0,1271.850000000155,-426.49999999998363,7.0,1456.9500000001208,-426.49999999998363,7.0,1456.9500000001208,-426.49999999998363,7.0
2025-08-12,-3597.8500000000095,-3831.900000000005,6.0,-3597.8500000000095,-3831.900000000005,6.0,-3597.8500000000095,-3831.900000000005,6.0,-3672.350000000044,-3831.900000000005,6.0,-3597.8500000000095,-3831.900000000005,6.0,-3672.350000000044,-3831.900000000005,6.0,-5440.699999999992,-5440.699999999992,7.0,-5440.699999999992,-5440.699999999992,7.0,-5440.699999999992,-5440.699999999992,7.0,-5440.699999999992,-5440.699999999992,7.0,-5440.699999999992,-5440.699999999992,7.0,-5440.699999999992,-5440.699999999992,7.0
2025-08-13,395.4499999999607,-1220.7999999999756,7.0,395.4499999999607,-1220.7999999999756,7.0,-256.15000000004693,-1220.7999999999756,7.0,-256.15000000004693,-1220.7999999999756,7.0,2529.4499999999753,-1220.7999999999756,7.0,2746.649999999978,-1220.7999999999756,7.0,127.6500000000342,-1643.8000000000065,8.0,127.6500000000342,-1643.8000000000065,8.0,-89.54999999996835,-1643.8000000000065,8.0,-89.54999999996835,-1643.8000000000065,8.0,1194.6500000000415,-1643.8000000000065,8.0,1411.850000000044,-1643.8000000000065,8.0
2025-08-14,4742.600000000017,-1563.9999999999836,7.0,4742.600000000017,-1563.9999999999836,7.0,4742.600000000017,-1563.9999999999836,7.0,4271.799999999963,-1563.9999999999836,7.0,2672.199999999999,-1563.9999999999836,7.0,2436.799999999972,-1563.9999999999836,7.0,97.69999999998072,-2475.6499999999305,8.0,97.69999999998072,-2475.6499999999305,8.0,97.69999999998072,-2475.6499999999305,8.0,-137.7000000000462,-2475.6499999999305,8.0,97.69999999998072,-2475.6499999999305,8.0,-137.7000000000462,-2475.6499999999305,8.0
2025-08-15,-2455.800000000112,-3036.8500000000877,7.0,-2455.800000000112,-3036.8500000000877,7.0,-2455.800000000112,-3036.8500000000877,7.0,-2455.8000000000666,-3087.7500000000437,7.0,-1962.3500000000367,-1962.3500000000367,7.0,-1962.3500000000367,-1962.3500000000367,7.0,-1265.2500000000655,-1872.2500000000691,8.0,-1265.2500000000655,-1872.2500000000691,8.0,-1265.2500000000655,-1872.2500000000691,8.0,-1163.4500000000626,-1872.2500000000691,8.0,-986.3000000000338,-1012.2500000000618,8.0,-935.4000000000324,-1012.2500000000618,8.0
2025-08-18,-2721.349999999915,-3969.5499999998992,7.0,-2721.349999999915,-3969.5499999998992,7.0,-2721.349999999915,-3969.5499999998992,7.0,-2712.149999999905,-3978.749999999909,7.0,-1623.4500000000244,-1774.7000000000553,7.0,-1614.2500000000146,-1774.7000000000553,7.0,739.7999999998719,-1302.3000000000975,8.0,739.7999999998719,-1302.3000000000975,8.0,739.7999999998719,-1302.3000000000975,8.0,758.1999999998916,-1302.3000000000975,8.0,102.14999999984138,-605.1000000001513,8.0,111.3499999998512,-605.1000000001513,8.0
2025-08-19,-3546.0000000000255,-4094.1500000000287,7.0,-3546.0000000000255,-4094.1500000000287,7.0,-3546.0000000000255,-4094.1500000000287,7.0,-3877.8000000000466,-4094.1500000000287,7.0,-777.0999999999949,-1325.2499999999982,7.0,-1108.900000000016,-1325.2499999999982,7.0,-2071.9999999998945,-3021.9999999998654,8.0,-2071.9999999998945,-3021.9999999998654,8.0,-2071.9999999998945,-3021.9999999998654,8.0,-2071.9999999998945,-3021.9999999998654,8.0,-516.6999999999061,-1466.699999999877,8.0,-516.6999999999061,-1466.699999999877,8.0
2025-08-20,4588.1500000002015,-812.5999999999422,7.0,4584.750000000191,-812.5999999999422,7.0,4584.750000000191,-812.5999999999422,7.0,4584.750000000191,-812.5999999999422,7.0,4109.300000000099,-812.5999999999422,7.0,4105.900000000089,-812.5999999999422,7.0,1696.1000000001095,-996.1999999999953,8.0,1696.1000000001095,-996.1999999999953,8.0,1696.1000000001095,-996.1999999999953,8.0,1696.1000000001095,-996.1999999999953,8.0,1696.1000000001095,-996.1999999999953,8.0,1696.1000000001095,-996.1999999999953,8.0
2025-08-21,-1024.9499999998752,-1258.3999999999342,7.0,-1024.9499999998752,-1258.3999999999342,7.0,-1024.9499999998752,-1258.3999999999342,7.0,-1009.8499999998912,-1258.3999999999342,7.0,520.3500000000768,-1258.3999999999342,7.0,535.4500000000608,-1258.3999999999342,7.0,-2903.5000000000364,-2903.5000000000364,8.0,-2903.5000000000364,-2903.5000000000364,8.0,-2903.5000000000364,-2903.5000000000364,8.0,-2903.5000000000364,-2903.5000000000364,8.0,-2158.75000000006,-2158.75000000006,8.0,-2158.75000000006,-2158.75000000006,8.0
2025-08-22,-1981.3500000001786,-1981.3500000001786,7.0,-1981.3500000001786,-1981.3500000001786,7.0,-1981.3500000001786,-1981.3500000001786,7.0,-1717.8500000002023,-1863.6000000000677,7.0,-1195.9500000000608,-1863.6000000000677,7.0,-932.4500000000844,-1863.6000000000677,7.0,1502.9999999998781,-1612.2500000000655,8.0,1502.9999999998781,-1612.2500000000655,8.0,1502.9999999998781,-1612.2500000000655,8.0,1766.4999999998545,-1612.2500000000655,8.0,2498.799999999932,-1612.2500000000655,8.0,2762.2999999999083,-1612.2500000000655,8.0
2025-08-25,-3244.349999999962,-3247.2999999999884,7.0,-3244.349999999962,-3247.2999999999884,7.0,-3244.349999999962,-3247.2999999999884,7.0,-2169.599999999922,-2617.499999999982,7.0,-2747.0499999999665,-2747.0499999999665,7.0,-2408.9999999999454,-2617.499999999982,7.0,-1146.2999999998883,-2501.399999999976,8.0,-1146.2999999998883,-2501.399999999976,8.0,-1146.2999999998883,-2501.399999999976,8.0,-1146.2999999998883,-2501.399999999976,8.0,-1340.3499999999494,-2501.399999999976,8.0,-1340.3499999999494,-2501.399999999976,8.0
2025-08-26,-2516.349999999913,-3842.9999999999472,6.0,-2516.349999999913,-3842.9999999999472,6.0,-2516.349999999913,-3842.9999999999472,6.0,-3594.849999999944,-3842.9999999999472,6.0,-1751.9999999999,-3078.649999999934,6.0,-2830.499999999931,-3078.649999999934,6.0,-2908.4499999999534,-4166.499999999973,8.0,-2908.4499999999534,-4166.499999999973,8.0,-2908.4499999999534,-4166.499999999973,8.0,-3986.9499999999844,-4166.499999999973,8.0,-3714.6999999999534,-3714.6999999999534,8.0,-3714.6999999999534,-3714.6999999999534,8.0
2025-08-27,-621.0500000000811,-1614.1000000001368,7.0,-621.0500000000811,-1614.1000000001368,7.0,-766.9500000001099,-1614.1000000001368,7.0,-766.9500000001099,-1614.1000000001368,7.0,1090.6499999998923,-442.80000000015025,7.0,944.7499999998636,-442.80000000015025,7.0,-776.1000000000022,-886.5000000000618,8.0,-776.1000000000022,-886.5000000000618,8.0,-776.1000000000022,-886.5000000000618,8.0,-776.1000000000022,-886.5000000000618,8.0,228.4499999999698,-555.7500000000564,8.0,228.4499999999698,-555.7500000000564,8.0
2025-08-28,2559.5000000000036,-1805.7000000000207,7.0,2559.5000000000036,-1805.7000000000207,7.0,2559.5000000000036,-1805.7000000000207,7.0,2559.5000000000036,-1805.7000000000207,7.0,1285.6000000000004,-1805.7000000000207,7.0,1285.6000000000004,-1805.7000000000207,7.0,1544.8500000000367,-1776.5000000000582,8.0,1544.8500000000367,-1776.5000000000582,8.0,1544.8500000000367,-1776.5000000000582,8.0,1697.4500000000662,-1776.5000000000582,8.0,662.6999999999443,-1776.5000000000582,8.0,815.2999999999738,-1776.5000000000582,8.0
2025-08-29,-2108.199999999919,-2775.3499999999276,7.0,-2108.199999999919,-2775.3499999999276,7.0,-2108.199999999919,-2775.3499999999276,7.0,-2536.1999999998934,-2775.3499999999276,7.0,-1328.8499999998967,-2282.3499999999603,7.0,-1756.8499999998712,-2282.3499999999603,7.0,1349.199999999968,-1692.2500000000055,8.0,1349.199999999968,-1692.2500000000055,8.0,1349.199999999968,-1692.2500000000055,8.0,921.1999999999935,-1692.2500000000055,8.0,1349.199999999968,-1692.2500000000055,8.0,921.1999999999935,-1692.2500000000055,8.0
